New York,36,061,36061,10259,07/25/2007
New York,36,061,36061,10260,07/25/2007
New York,36,061,36061,10261,07/25/2007
New York,36,061,36061,10265,07/25/2007
New York,36,061,36061,10268,07/25/2007
New York,36,061,36061,10269,07/25/2007
New York,36,061,36061,10270,07/25/2007
New York,36,061,36061,10271,07/25/2007
New York,36,061,36061,10272,07/25/2007
New York,36,061,36061,10273,07/25/2007
New York,36,061,36061,10274,07/25/2007
New York,36,061,36061,10275,07/25/2007
New York,36,061,36061,10276,07/25/2007
New York,36,061,36061,10277,07/25/2007
New York,36,061,36061,10278,07/25/2007
New York,36,061,36061,10279,07/25/2007
New York,36,061,36061,10280,07/25/2007
New York,36,061,36061,10281,07/25/2007
New York,36,061,36061,10282,07/25/2007
New York,36,061,36061,10285,07/25/2007
New York,36,061,36061,10286,07/25/2007
New York,36,061,36061,10292,07/25/2007
New York,36,061,36061,10463,07/25/2007
New York,36,061,36061,11201,07/25/2007
Queens,36,081,36081,11001,07/25/2007
Queens,36,081,36081,11004,07/25/2007
Queens,36,081,36081,11005,07/25/2007
Queens,36,081,36081,11040,07/25/2007
Queens,36,081,36081,11096,07/25/2007
Queens,36,081,36081,11101,07/25/2007
Queens,36,081,36081,11102,07/25/2007
Queens,36,081,36081,11103,07/25/2007
Queens,36,081,36081,11104,07/25/2007
Queens,36,081,36081,11105,07/25/2007
Queens,36,081,36081,11106,07/25/2007
Queens,36,081,36081,11109,07/25/2007
Queens,36,081,36081,11239,07/25/2007
Queens,36,081,36081,11351,07/25/2007
Queens,36,081,36081,11352,07/25/2007
Queens,36,081,36081,11354,07/25/2007
Queens,36,081,36081,11355,07/25/2007
Queens,36,081,36081,11356,07/25/2007
Queens,36,081,36081,11357,07/25/2007
Queens,36,081,36081,11358,07/25/2007
Queens,36,081,36081,11359,07/25/2007
Queens,36,081,36081,11360,07/25/2007
Queens,36,081,36081,11361,07/25/2007
Queens,36,081,36081,11362,07/25/2007
Queens,36,081,36081,11363,07/25/2007
Queens,36,081,36081,11364,07/25/2007
Queens,36,081,36081,11365,07/25/2007
Queens,36,081,36081,11366,07/25/2007
Queens,36,081,36081,11367,07/25/2007
Queens,36,081,36081,11368,07/25/2007
Queens,36,081,36081,11369,07/25/2007
Queens,36,081,36081,11370,07/25/2007
Queens,36,081,36081,11371,07/25/2007
Queens,36,081,36081,11372,07/25/2007
Queens,36,081,36081,11373,07/25/2007
Queens,36,081,36081,11374,07/25/2007
Queens,36,081,36081,11375,07/25/2007
Queens,36,081,36081,11377,07/25/2007
Queens,36,081,36081,11378,07/25/2007
Queens,36,081,36081,11379,07/25/2007
Queens,36,081,36081,11380,07/25/2007
Queens,36,081,36081,11381,07/25/2007
Queens,36,081,36081,11385,07/25/2007
Queens,36,081,36081,11386,07/25/2007
Queens,36,081,36081,11405,07/25/2007
Queens,36,081,36081,11411,07/25/2007
Queens,36,081,36081,11412,07/25/2007
Queens,36,081,36081,11413,07/25/2007
Queens,36,081,36081,11414,07/25/2007
Queens,36,081,36081,11415,07/25/2007
Queens,36,081,36081,11416,07/25/2007
Queens,36,081,36081,11417,07/25/2007
Queens,36,081,36081,11418,07/25/2007
Queens,36,081,36081,11419,07/25/2007
Queens,36,081,36081,11420,07/25/2007
Queens,36,081,36081,11421,07/25/2007
Queens,36,081,36081,11422,07/25/2007
Queens,36,081,36081,11423,07/25/2007
Queens,36,081,36081,11424,07/25/2007
Queens,36,081,36081,11425,07/25/2007
Queens,36,081,36081,11426,07/25/2007
Queens,36,081,36081,11427,07/25/2007
Queens,36,081,36081,11428,07/25/2007
Queens,36,081,36081,11429,07/25/2007
Queens,36,081,36081,11430,07/25/2007
Queens,36,081,36081,11431,07/25/2007
Queens,36,081,36081,11432,07/25/2007
Queens,36,081,36081,11433,07/25/2007
Queens,36,081,36081,11434,07/25/2007
Queens,36,081,36081,11435,07/25/2007
Queens,36,081,36081,11436,07/25/2007
Queens,36,081,36081,11439,07/25/2007
Queens,36,081,36081,11451,07/25/2007
Queens,36,081,36081,11499,07/25/2007
Queens,36,081,36081,11559,07/25/2007
Queens,36,081,36081,11580,07/25/2007
Queens,36,081,36081,11690,07/25/2007
Queens,36,081,36081,11691,07/25/2007
Queens,36,081,36081,11692,07/25/2007
Queens,36,081,36081,11693,07/25/2007
Queens,36,081,36081,11694,07/25/2007
Queens,36,081,36081,11695,07/25/2007
Queens,36,081,36081,11697,07/25/2007
Richmond,36,085,36085,10301,07/25/2007
Richmond,36,085,36085,10302,07/25/2007
Richmond,36,085,36085,10303,07/25/2007
Richmond,36,085,36085,10304,07/25/2007
Richmond,36,085,36085,10305,07/25/2007
Richmond,36,085,36085,10306,07/25/2007
Richmond,36,085,36085,10307,07/25/2007
Richmond,36,085,36085,10308,07/25/2007
Richmond,36,085,36085,10309,07/25/2007
Richmond,36,085,36085,10310,07/25/2007
Richmond,36,085,36085,10311,07/25/2007
Richmond,36,085,36085,10312,07/25/2007
Richmond,36,085,36085,10313,07/25/2007
Richmond,36,085,36085,10314,07/25/2007
